airline,airlineID,sourceAirport,sourceAirportID,sourceAirportName,sourceCity,sourceCountry,sourceLat,sourceLon,destinationAirport,destinationAirportID,destinationAirportName,destinationCity,destinationCountry,destinationLat,destinationLon,Codeshare,Stops,Equipment,airlineName,active,departureDate,arrivalDate,departureYear,departureMonth,departureDay,arrivalYear,arrivalMonth,arrivalDay,punctuality,serviceQuality,handlingPassengers,airHelpScore,DEPARTURE_DELAY,ARRIVAL_DELAY,AIR_TIME,APPID,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating
AA,24,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,LHR,507,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,Y,0,744,American Airlines,Y,10/25/2020,10/25/2020,2020,10,25,2020,10,25,8.6,6.3,3.3,6.03,-3,2,129,TVR264,10,5,5,5,5,3
AT,4248,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,CMN,1074,Mohammed V International Airport,Casablanca,Morocco,33.36750031,-7.589970112,,0,738 73G,Royal Air Maroc,Y,09-11-2020,09-11-2020,2020,9,11,2020,9,11,6.9,7.8,3.3,5.99,10,17,146,TVR265,2,2,2,1,3,5
AW,16960,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,KMS,5556,Kumasi Airport,Kumasi,Ghana,6.714560032,-1.590819955,,0,ER4,Asian Wings Airways,Y,09-06-2020,09-06-2020,2020,9,6,2020,9,6,7.9,7.8,1.3,5.66,27,59,248,TVR266,8,4,4,4,0,5
AW,16960,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,LOS,273,Murtala Muhammed International Airport,Lagos,Nigeria,6.577370167,3.321160078,,0,ER4,Asian Wings Airways,Y,10/16/2020,10/16/2020,2020,10,16,2020,10,16,6.1,6,4.2,5.43,-8,-23,72,TVR267,2,3,1,0,1,5
AW,16960,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,TML,249,Tamale Airport,Tamale,Ghana,9.557189941,-0.863214016,,0,ER4,Asian Wings Airways,Y,10/31/2020,10/31/2020,2020,10,31,2020,10,31,8.3,6.3,0.8,5.13,-1,10,128,TVR268,8,4,4,0,0,5
AZ,596,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,FCO,1555,Leonardo da Vinci�Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,,0,330,Alitalia,Y,9/23/2020,9/23/2020,2020,9,23,2020,9,23,7.5,6,1.7,5.04,-5,-4,153,TVR269,5,4,3,3,4,1
BA,1355,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,LHR,507,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,,0,744,British Airways,Y,10/16/2020,10/16/2020,2020,10,16,2020,10,16,8.9,9.5,8.9,9.08,86,85,98,TVR270,9,4,5,4,5,0
DL,2009,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,JFK,3797,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,,0,76W,Delta Air Lines,Y,09-04-2020,09-04-2020,2020,9,4,2020,9,4,7.6,9.5,8.6,8.57,-8,-20,120,TVR271,8,4,5,3,4,1
DL,2009,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ROB,1063,Roberts International Airport,Monrovia,Liberia,6.23379,-10.3623,,0,76W,Delta Air Lines,Y,09-09-2020,09-09-2020,2020,9,9,2020,9,9,8.6,9.3,7.5,8.43,-1,18,109,TVR272,9,2,5,4,4,3
E2,20047,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035,,0,M82,Eagle Atlantic Airlines,Y,09-08-2020,09-08-2020,2020,9,8,2020,9,8,8.4,7.8,2.3,6.13,-7,-2,58,TVR273,5,1,3,0,0,5
E2,20047,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,FNA,1059,Lungi International Airport,Freetown,Sierra Leone,8.61644,-13.1955,,0,M82,Eagle Atlantic Airlines,Y,10-03-2020,10-03-2020,2020,10,3,2020,10,3,6.4,8.3,3.7,6.13,-4,-10,34,TVR274,3,3,1,2,1,4
EK,2183,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035,,0,77W,Emirates,Y,09-02-2020,09-02-2020,2020,9,2,2020,9,2,8.6,6.3,3.3,6.03,-8,-20,84,TVR275,3,2,1,2,0,1
EK,2183,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,DXB,2188,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,,0,77W,Emirates,Y,10/19/2020,10/19/2020,2020,10,19,2020,10,19,6.9,7.8,3.3,5.99,-1,-10,51,TVR276,8,4,3,3,4,5
ET,2220,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,,0,738,Ethiopian Airlines,Y,10/26/2020,10/26/2020,2020,10,26,2020,10,26,7.9,7.8,1.3,5.66,-8,-3,69,TVR277,1,3,2,2,1,2
ET,2220,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,FNA,1059,Lungi International Airport,Freetown,Sierra Leone,8.61644,-13.1955,Y,0,DH8,Ethiopian Airlines,Y,10/28/2020,10/28/2020,2020,10,28,2020,10,28,6.1,6,4.2,5.43,3,0,78,TVR278,3,3,3,2,2,5
ET,2220,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,LFW,298,Lom�-Tokoin Airport,Lome,Togo,6.165609837,1.254510045,Y,0,DH8,Ethiopian Airlines,Y,10/15/2020,10/15/2020,2020,10,15,2020,10,15,7.9,8,5,6.97,-4,-19,99,TVR279,2,1,1,1,1,5
ET,2220,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,MLW,1062,Spriggs Payne Airport,Monrovia,Liberia,6.289060116,-10.75870037,Y,0,DH8,Ethiopian Airlines,Y,09-06-2020,09-06-2020,2020,9,6,2020,9,6,7.4,6,7.1,6.81,16,19,79,TVR280,1,3,5,5,0,2
HF,2682,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035,,0,319 E70,Hapagfly,Y,10/21/2020,10/21/2020,2020,10,21,2020,10,21,7.6,6,6.4,6.66,0,0,37,TVR281,0,0,1,0,0,4
HF,2682,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,COO,245,Cadjehoun Airport,Cotonou,Benin,6.357230186,2.384350061,,0,E70 319,Hapagfly,Y,10/27/2020,10/27/2020,2020,10,27,2020,10,27,5.8,6.3,7.8,6.61,-4,-11,65,TVR282,9,4,4,4,3,5
IB,2822,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,MAD,1229,Adolfo Su�rez Madrid�Barajas Airport,Madrid,Spain,40.471926,-3.56264,,0,319,Iberia Airlines,Y,09-10-2020,09-10-2020,2020,9,10,2020,9,10,5.7,9.5,4,6.41,-10,-3,47,TVR283,3,2,4,2,2,4
KL,3090,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,AMS,580,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,,0,330,KLM Royal Dutch Airlines,Y,10/31/2020,10/31/2020,2020,10,31,2020,10,31,6.9,6.3,6.1,6.4,-4,-22,142,TVR284,9,4,4,3,1,5
KQ,3126,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,DKR,1084,L�opold S�dar Senghor International Airport,Dakar,Senegal,14.73970032,-17.49020004,,0,738,Kenya Airways,Y,10/28/2020,10/28/2020,2020,10,28,2020,10,28,8.5,6.8,3.8,6.37,-8,-6,237,TVR285,2,4,1,1,3,4
KQ,3126,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,FNA,1059,Lungi International Airport,Freetown,Sierra Leone,8.61644,-13.1955,,0,738,Kenya Airways,Y,10/13/2020,10/13/2020,2020,10,13,2020,10,13,6.9,8,4.2,6.36,5,0,131,TVR286,10,5,5,5,5,2
KQ,3126,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,NBO,4059,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922,,0,738,Kenya Airways,Y,10/30/2020,10/30/2020,2020,10,30,2020,10,30,6.5,6.5,5.6,6.2,-8,1,209,TVR287,9,4,4,5,1,5
KQ,3126,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ROB,1063,Roberts International Airport,Monrovia,Liberia,6.23379,-10.3623,,0,738,Kenya Airways,Y,10/17/2020,10/17/2020,2020,10,17,2020,10,17,8.5,6.5,3.6,6.2,-3,-11,109,TVR288,10,5,5,5,0,3
LH,3320,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,FRA,340,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,Y,0,333,Lufthansa,Y,9/27/2020,9/27/2020,2020,9,27,2020,9,27,8.4,7.8,2.3,6.13,19,24,98,TVR289,10,4,4,4,0,5
ME,3490,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035,,0,332,Middle East Airlines,Y,10/14/2020,10/14/2020,2020,10,14,2020,10,14,6.4,8.3,3.7,6.13,-7,-4,36,TVR290,9,4,5,5,0,3
ME,3490,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,BEY,2177,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.82089996,35.48839951,,0,332,Middle East Airlines,Y,09-09-2020,09-09-2020,2020,9,9,2020,9,9,8.6,6.3,3.3,6.03,-5,3,64,TVR291,0,4,0,3,1,4
MS,2143,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035,,0,738,Egyptair,Y,10/26/2020,10/26/2020,2020,10,26,2020,10,26,6.9,7.8,3.3,5.99,-4,-7,123,TVR292,8,4,4,2,4,1
MS,2143,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,CAI,1128,Cairo International Airport,Cairo,Egypt,30.12190056,31.40559959,,0,738,Egyptair,Y,10-01-2020,10-01-2020,2020,10,1,2020,10,1,7.9,7.8,1.3,5.66,-5,-12,73,TVR293,2,2,1,1,2,5
S9,17099,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035,,0,143,Starbow Airlines,Y,10/31/2020,10/31/2020,2020,10,31,2020,10,31,6.1,6,4.2,5.43,0,-5,87,TVR294,7,5,5,2,3,5
S9,17099,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,KMS,5556,Kumasi Airport,Kumasi,Ghana,6.714560032,-1.590819955,,0,143,Starbow Airlines,Y,10-01-2020,10-01-2020,2020,10,1,2020,10,1,8.3,6.3,0.8,5.13,-9,-8,68,TVR295,10,5,5,5,5,4
S9,17099,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,TKD,252,Takoradi Airport,Takoradi,Ghana,4.89605999,-1.774760008,,0,143,Starbow Airlines,Y,10/26/2020,10/26/2020,2020,10,26,2020,10,26,7.5,6,1.7,5.04,0,-29,188,TVR296,6,4,4,4,1,3
S9,17099,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,TML,249,Tamale Airport,Tamale,Ghana,9.557189941,-0.863214016,,0,143,Starbow Airlines,Y,10-05-2020,10-05-2020,2020,10,5,2020,10,5,8.9,9.5,8.9,9.08,102,86,141,TVR297,2,3,2,0,0,5
SA,4305,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035,,0,332,South African Airways,Y,9/20/2020,9/20/2020,2020,9,20,2020,9,20,7.6,9.5,8.6,8.57,-2,58,67,TVR298,2,1,4,1,3,3
SA,4305,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,JNB,813,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246,,0,332,South African Airways,Y,10/14/2020,10/14/2020,2020,10,14,2020,10,14,8.6,9.3,7.5,8.43,3,35,131,TVR299,10,5,5,4,0,3
SW,153,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,WDH,4105,Hosea Kutako International Airport,Windhoek,Namibia,-22.4799,17.4709,,0,319,Air Namibia,Y,10-08-2020,10-08-2020,2020,10,8,2020,10,8,8.4,7.8,2.3,6.13,-9,-2,61,TVR300,2,1,3,1,3,3
TK,4951,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035,,0,739,Turkish Airlines,Y,10/20/2020,10/20/2020,2020,10,20,2020,10,20,6.4,8.3,3.7,6.13,0,8,49,TVR301,0,0,3,3,3,5
TK,4951,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,IST,1701,Istanbul Airport,Istanbul,Turkey,41.275278,28.751944,,0,739,Turkish Airlines,Y,9/29/2020,9/29/2020,2020,9,29,2020,9,29,8.6,6.3,3.3,6.03,4,6,108,TVR302,9,5,5,4,1,2
TP,4869,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,LIS,1638,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592,,0,320,TAP Portugal,Y,9/21/2020,9/21/2020,2020,9,21,2020,9,21,6.9,7.8,3.3,5.99,-8,-29,43,TVR303,9,4,5,4,5,4
W3,20976,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ABV,260,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.006790161,7.263169765,,0,CR9,World Scale Airlines,Y,10/19/2020,10/19/2020,2020,10,19,2020,10,19,7.9,7.8,1.3,5.66,-4,-4,58,TVR304,7,3,2,4,3,2
W3,20976,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,DKR,1084,L�opold S�dar Senghor International Airport,Dakar,Senegal,14.73970032,-17.49020004,,0,CR9,World Scale Airlines,Y,9/14/2020,9/14/2020,2020,9,14,2020,9,14,6.1,6,4.2,5.43,-3,2,67,TVR305,10,5,5,5,0,3
W3,20976,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,LOS,273,Murtala Muhammed International Airport,Lagos,Nigeria,6.577370167,3.321160078,,0,73G 738,World Scale Airlines,Y,10/19/2020,10/19/2020,2020,10,19,2020,10,19,8.3,6.3,0.8,5.13,-4,-16,213,TVR306,2,1,1,3,2,4
W3,20976,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,ROB,1063,Roberts International Airport,Monrovia,Liberia,6.23379,-10.3623,,0,73G,World Scale Airlines,Y,9/15/2020,9/15/2020,2020,9,15,2020,9,15,7.5,6,1.7,5.04,-3,3,110,TVR307,8,4,5,5,1,5
WB,4292,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,LOS,273,Murtala Muhammed International Airport,Lagos,Nigeria,6.577370167,3.321160078,,0,738,Rwandair Express,Y,9/22/2020,9/22/2020,2020,9,22,2020,9,22,7.6,7.8,8.6,8,-10,-19,119,TVR308,8,4,4,4,3,4
AB,214,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,CGN,344,Cologne Bonn Airport,Cologne,Germany,50.86589813,7.142739773,,0,738,Air Berlin,Y,10/23/2020,10/23/2020,2020,10,23,2020,10,23,8.8,6,9.1,7.95,-10,-3,30,TVR309,8,4,4,4,3,3
AB,214,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,DUS,345,D�sseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,,0,738 321 332,Air Berlin,Y,9/16/2020,9/16/2020,2020,9,16,2020,9,16,8.5,6.3,9.1,7.94,39,30,89,TVR310,7,1,5,3,1,5
AB,214,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,FUE,1051,Fuerteventura Airport,Fuerteventura,Spain,28.45269966,-13.86380005,,0,321 320,Air Berlin,Y,9/27/2020,9/27/2020,2020,9,27,2020,9,27,7.3,8,8.5,7.94,4,5,39,TVR311,0,0,1,3,0,5
AB,214,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,HAM,342,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752,,0,320,Air Berlin,Y,09-12-2020,09-12-2020,2020,9,12,2020,9,12,8.3,6.3,0.8,5.13,54,88,24,TVR312,3,4,1,4,4,2
AB,214,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,LEJ,348,Leipzig/Halle Airport,Leipzig,Germany,51.423889,12.236389,,0,738,Air Berlin,Y,10-07-2020,10-07-2020,2020,10,7,2020,10,7,7.5,6,1.7,5.04,-1,-1,58,TVR313,0,3,1,1,1,2
AB,214,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,MUC,346,Munich Airport,Munich,Germany,48.353802,11.7861,,0,738,Air Berlin,Y,10-09-2020,10-09-2020,2020,10,9,2020,10,9,7.6,7.8,8.6,8,0,7,37,TVR314,10,4,4,4,5,5
AB,214,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,TXL,351,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877,,0,321,Air Berlin,Y,9/17/2020,9/17/2020,2020,9,17,2020,9,17,8.8,6,9.1,7.95,-5,-11,137,TVR315,1,1,1,1,1,5
AB,214,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,ZRH,1678,Z�rich Airport,Zurich,Switzerland,47.464699,8.54917,,0,320,Air Berlin,Y,9/25/2020,9/25/2020,2020,9,25,2020,9,25,8.6,6.3,3.3,6.03,1,4,115,TVR316,10,3,5,4,5,4
BA,1355,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,LGW,502,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,,0,320,British Airways,Y,09-02-2020,09-02-2020,2020,9,2,2020,9,2,6.9,7.8,3.3,5.99,4,9,39,TVR317,1,2,1,1,2,4
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,BHX,469,Birmingham International Airport,Birmingham,United Kingdom,52.45389938,-1.748029947,Y,0,757,Condor Flugdienst,Y,9/14/2020,9/14/2020,2020,9,14,2020,9,14,7.9,7.8,1.3,5.66,-10,10,69,TVR318,10,5,5,3,0,2
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,DUS,345,D�sseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,,0,757 32S,Condor Flugdienst,Y,10/15/2020,10/15/2020,2020,10,15,2020,10,15,6.1,6,4.2,5.43,22,12,41,TVR319,2,4,3,3,1,5
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,FRA,340,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,,0,757,Condor Flugdienst,Y,10/25/2020,10/25/2020,2020,10,25,2020,10,25,8.3,6.3,0.8,5.13,-9,-23,66,TVR320,6,4,2,3,4,5
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,FUE,1051,Fuerteventura Airport,Fuerteventura,Spain,28.45269966,-13.86380005,,0,757,Condor Flugdienst,Y,10/14/2020,10/14/2020,2020,10,14,2020,10,14,7.5,6,1.7,5.04,-4,-1,89,TVR321,5,2,4,1,2,4
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,GLA,534,Glasgow International Airport,Glasgow,United Kingdom,55.87189865,-4.433060169,Y,0,757,Condor Flugdienst,Y,10/13/2020,10/13/2020,2020,10,13,2020,10,13,8.9,9.5,8.9,9.08,10,-1,43,TVR322,6,3,1,3,5,5
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,HAJ,352,Hannover Airport,Hannover,Germany,52.46110153,9.685079575,,0,32S,Condor Flugdienst,Y,9/27/2020,9/27/2020,2020,9,27,2020,9,27,7.6,9.5,8.6,8.57,-3,-7,69,TVR323,9,5,5,4,0,2
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,HAM,342,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752,,0,32S,Condor Flugdienst,Y,9/23/2020,9/23/2020,2020,9,23,2020,9,23,8.6,9.3,7.5,8.43,-4,9,100,TVR324,9,4,5,5,3,4
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,LEJ,348,Leipzig/Halle Airport,Leipzig,Germany,51.423889,12.236389,,0,32S,Condor Flugdienst,Y,9/14/2020,9/14/2020,2020,9,14,2020,9,14,8.4,7.8,2.3,6.13,-5,-12,21,TVR325,9,5,5,4,3,3
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,LGW,502,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,Y,0,757,Condor Flugdienst,Y,10-05-2020,10-05-2020,2020,10,5,2020,10,5,6.4,8.3,3.7,6.13,4,-6,85,TVR326,1,1,1,1,1,4
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,MAN,478,Manchester Airport,Manchester,United Kingdom,53.35369873,-2.274950027,Y,0,330 320,Condor Flugdienst,Y,09-07-2020,09-07-2020,2020,9,7,2020,9,7,8.6,6.3,3.3,6.03,-2,-21,47,TVR327,4,0,0,0,0,5
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,MUC,346,Munich Airport,Munich,Germany,48.353802,11.7861,,0,32S,Condor Flugdienst,Y,10-10-2020,10-10-2020,2020,10,10,2020,10,10,6.9,7.8,3.3,5.99,-3,-6,55,TVR328,0,4,1,1,1,5
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,PAD,371,Paderborn Lippstadt Airport,Paderborn,Germany,51.61410141,8.616319656,,0,32S,Condor Flugdienst,Y,10-12-2020,10-12-2020,2020,10,12,2020,10,12,7.9,7.8,1.3,5.66,-1,33,132,TVR329,0,0,1,0,0,4
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,STR,350,Stuttgart Airport,Stuttgart,Germany,48.68989944,9.221960068,,0,32S,Condor Flugdienst,Y,10-12-2020,10-12-2020,2020,10,12,2020,10,12,6.1,6,4.2,5.43,-9,-23,292,TVR330,9,4,4,4,3,3
DE,1868,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,SXF,337,Berlin-Sch�nefeld Airport,Berlin,Germany,52.380001,13.5225,,0,32S,Condor Flugdienst,Y,9/29/2020,9/29/2020,2020,9,29,2020,9,29,8.3,6.3,0.8,5.13,0,-7,149,TVR331,10,4,5,5,0,3
DY,3737,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,LGW,502,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,,0,73H,Norwegian Air Shuttle,Y,09-05-2020,09-05-2020,2020,9,5,2020,9,5,8.5,6.3,9.1,7.94,1,-20,355,TVR332,0,2,1,1,1,2
EI,837,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,DUB,599,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,,0,320,Aer Lingus,Y,9/27/2020,9/27/2020,2020,9,27,2020,9,27,7.3,8,8.5,7.94,-2,-9,83,TVR333,10,5,5,5,5,2
EI,837,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,ORK,596,Cork Airport,Cork,Ireland,51.84130096,-8.491109848,,0,320,Aer Lingus,Y,9/28/2020,9/28/2020,2020,9,28,2020,9,28,7.8,8.3,7.7,7.91,-4,-2,23,TVR334,10,5,5,5,5,4
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,BCN,1218,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846,,0,738,Ryanair,Y,10-05-2020,10-05-2020,2020,10,5,2020,10,5,8.1,6.3,9.4,7.9,31,17,65,TVR335,8,5,4,4,5,1
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,BGY,1525,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417,,0,738,Ryanair,Y,10/24/2020,10/24/2020,2020,10,24,2020,10,24,8.4,8,7.3,7.9,131,144,107,TVR336,10,4,5,4,5,2
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,BHX,469,Birmingham International Airport,Birmingham,United Kingdom,52.45389938,-1.748029947,,0,738,Ryanair,Y,10-02-2020,10-02-2020,2020,10,2,2020,10,2,8.6,8,7,7.88,8,0,31,TVR337,8,4,4,3,0,3
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,BLQ,1538,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887,,0,738,Ryanair,Y,10-04-2020,10-04-2020,2020,10,4,2020,10,4,8.5,6.3,8.9,7.88,0,-32,263,TVR338,3,2,3,1,4,5
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,BOH,494,Bournemouth Airport,Bournemouth,United Kingdom,50.77999878,-1.842499971,,0,738,Ryanair,Y,10/29/2020,10/29/2020,2020,10,29,2020,10,29,7.7,7.8,8.1,7.85,-2,-14,54,TVR339,9,5,5,4,0,1
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,BRS,490,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909,,0,738,Ryanair,Y,9/25/2020,9/25/2020,2020,9,25,2020,9,25,8.4,7.8,7.4,7.85,-5,-1,44,TVR340,10,4,5,5,5,4
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,BVA,1367,Paris Beauvais Till� Airport,Beauvais,France,49.45439911,2.112780094,,0,738,Ryanair,Y,10/20/2020,10/20/2020,2020,10,20,2020,10,20,7.8,6.3,9.5,7.84,2,7,62,TVR341,7,4,4,3,4,2
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,CRL,304,Brussels South Charleroi Airport,Charleroi,Belgium,50.459202,4.45382,,0,738,Ryanair,Y,9/23/2020,9/23/2020,2020,9,23,2020,9,23,9.2,6.3,7.9,7.79,0,4,79,TVR342,9,5,4,4,0,5
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,DUB,599,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,,0,738,Ryanair,Y,9/22/2020,9/22/2020,2020,9,22,2020,9,22,8.4,6.8,8.2,7.78,8,19,193,TVR343,8,3,5,3,0,2
FR,4296,ACE,1055,Lanzarote Airport,Arrecife,Spain,28.945499,-13.6052,EDI,535,Edinburgh Airport,Edinburgh,United Kingdom,55.95000076,-3.372499943,,0,738,Ryanair,Y,10/28/2020,10/28/2020,2020,10,28,2020,10,28,7.9,6.3,9.2,7.78,0,-4,368,TVR344,10,5,5,5,5,5
